"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
15.451582,0.636608,-0.125824084982,0.00279773727118
15.48384,0.632835,-0.128334659447,-0.0586253128189
15.516098,0.628376,-0.132469723273,-0.0459083252226
15.548356,0.6240885,-0.131583638167,-0.0194569910223
15.580614,0.6199725,-0.132617404124,-0.0175494428829
15.612872,0.6155135,-0.132912765826,-0.0119539683405
15.64513,0.6113975,-0.133355808378,-0.00610415404624
15.677388,0.6069385,-0.134094212633,0.0209830295339
15.709646,0.602651,-0.132174361571,0.0462898348505
15.741904,0.5983635,-0.129368425404,0.0233992571772
15.774162,0.594419,-0.129516106254,-0.0289947317196
15.80642,0.5901315,-0.133208127527,-0.0260698245724
15.838678,0.5856725,-0.132765084975,0.0270871835801
15.870936,0.5815565,-0.131435957316,0.0848223072673
15.903194,0.5770975,-0.127005531789,0.132765350505
15.935452,0.5733245,-0.121393659454,0.139505353931
15.96771,0.56938,-0.118292361585,0.151332152396
15.999968,0.565607,-0.112828170101,0.19088198382
16.032226,0.5620055,-0.105001085002,0.209448785711
16.064484,0.5589185,-0.0987984892636,0.222038603431
16.096742,0.55566,-0.092743574376,0.293380903847
16.129,0.5527445,-0.0810767871536,0.40414586581
16.161258,0.5503435,-0.06601334036,0.506899125588
16.193516,0.548457,-0.0485869999518,0.616010879165
16.225774,0.547085,-0.0268779148669,0.737203770957
16.258032,0.5465705,-0.000147680850917,0.835124575449
16.29029,0.547085,0.0276163191215,0.913588388918
16.322548,0.5482855,0.0581862552614,0.995231449286
16.354806,0.5506865,0.0930389360779,1.0268967484
16.387064,0.554288,0.127596255193,0.957843505753
16.419322,0.55909,0.156837063674,0.819101171077
16.45158,0.564578,0.180022957268,0.67946864727
16.483838,0.570752,0.200255233844,0.546830466641
16.516096,0.577612,0.215909404041,0.395116804617
16.548354,0.584815,0.226394744456,0.217206148145
16.580612,0.592361,0.230972850835,-0.003433586651
16.61287,0.599907,0.227576191264,-0.272270704437
16.645128,0.6072815,0.214727957234,-0.574044820097
16.677386,0.6141415,0.189179170025,-0.828638911775
16.709644,0.6196295,0.157575467929,-0.970433323473
16.741902,0.62426,0.12552872328,-1.0665737497
16.77416,0.6278615,0.089199233954,-1.1623326663
16.806418,0.630091,0.050063808461,-1.24194100865
16.838676,0.63112,0.00886085105504,-1.29954896247
16.870934,0.630777,-0.0352957233692,-1.28225385933
16.903192,0.6288905,-0.0791569360917,-1.08908281775
16.93545,0.625289,-0.110317595635,-0.743053585252
16.967708,0.6213445,-0.126562489236,-0.403382846555
16.999966,0.6168855,-0.133208127527,-0.162523101481
17.032224,0.612598,-0.13365117008,-0.0395498314245
17.064482,0.6083105,-0.134241893484,0.0162777441233
17.09674,0.6038515,-0.132322042422,0.0461626649746
17.128998,0.5997355,-0.129663787105,0.0283588823397
17.161256,0.5956195,-0.130254510509,0.00216188789137
17.193514,0.591332,-0.130992914764,0.00877472144144
17.225772,0.5870445,-0.129073063702,0.00089018913174
17.25803,0.5831,-0.129516106254,-0.0398041711764
17.290288,0.5788125,-0.133208127527,-0.0395498314245
17.322546,0.5743535,-0.133060446676,-0.0116996285886
17.354804,0.5702375,-0.133060446676,-0.00432377578274
17.387062,0.5657785,-0.133060446676,-0.0044509456587
17.41932,0.5616625,-0.133355808378,-0.00483245528659
17.451578,0.5572035,-0.134094212633,0.0114452888367
17.483836,0.552916,-0.132617404124,0.0267056739522
17.516094,0.5486285,-0.130697553062,0.006867173302
17.548352,0.544684,-0.133503489229,0.0356075652696
17.58061,0.539882,-0.132174361571,0.185922358658
17.612868,0.5359375,-0.123165829665,0.409359830725
17.645126,0.5318215,-0.10780702117,0.700706016556
17.677384,0.528563,-0.0784185318371,0.99637597817
17.709642,0.526505,-0.0398738297477,1.17784739117
17.7419,0.5259905,0.000590723403669,1.25224176861
17.774158,0.526505,0.0422367233623,1.26801083323
17.806416,0.5287345,0.0834396807683,1.2448659158
17.838674,0.531993,0.121836702007,1.2279523223
17.870932,0.536452,0.163335021114,1.17619418278
17.90319,0.542626,0.201141318949,1.01303523192
17.935448,0.5496575,0.230825169984,0.771793977219
17.967706,0.557718,0.252238893367,0.485661756303
17.999964,0.566293,0.261247425273,0.226616718966
18.032222,0.5746965,0.264496403993,0.0367520941533
18.06448,0.583443,0.263462638036,-0.150696303016
18.096738,0.5918465,0.256078595491,-0.390538689082
18.128996,0.6000785,0.242048914653,-0.752082646445
18.161254,0.6079675,0.210592893408,-1.20671495301
18.193512,0.6141415,0.162153574307,-1.6073000623
18.22577,0.6186005,0.104410361599,-1.9088198382
18.258028,0.621173,0.0361818084747,-2.05938897134
18.290286,0.621173,-0.0372155744311,-1.88885416768
18.322544,0.618429,-0.0974693616054,-1.33795426501
18.354802,0.61397,-0.127448574342,-0.657341088853
18.38706,0.609511,-0.132912765826,-0.187066887542
18.419318,0.6052235,-0.129959148807,-0.0291219015955
18.451576,0.601279,-0.129959148807,-0.0536656876564
18.483834,0.5969915,-0.134389574335,-0.0773192845855
18.516092,0.5925325,-0.137047829651,-0.0457811553466
18.54835,0.5880735,-0.137490872204,-0.00470528541061
18.580608,0.5836145,-0.136309425397,0.0106822695809
18.612866,0.579327,-0.136161744546,0.00801170218565
18.645124,0.574868,-0.136752467949,0.027468693208
18.677382,0.570409,-0.134832616887,0.0545558767881
18.70964,0.5661215,-0.131731319018,0.0394226615485
18.741898,0.5620055,-0.131288276465,-0.00356075652697
18.774156,0.557718,-0.132765084975,-0.0253068053166
18.806414,0.5534305,-0.134241893484,-0.00852038168951
18.838672,0.5489715,-0.133355808378,0.0152603851156
18.87093,0.5448555,-0.132765084975,0.0255611450686
18.903188,0.5403965,-0.131878999869,0.0345902062619
18.935446,0.5362805,-0.129516106254,0.0150060453636
18.967704,0.5321645,-0.130549872211,-0.0100464202011
18.999962,0.527877,-0.131731319018,0.00674000342603
19.03222,0.5235895,-0.130992914764,0.0428562481995
19.064478,0.519302,-0.12715321264,0.0297577509753
19.096736,0.515529,-0.12715321264,-0.0345902062619
19.128994,0.5112415,-0.131140595615,-0.0509951202611
19.161252,0.506954,-0.132322042422,-0.00801170218567
19.19351,0.5026665,-0.13202668072,0.0612958802141
19.225768,0.498379,-0.129073063702,0.16443064962
19.258026,0.494263,-0.122722787112,0.316144311644
19.290284,0.4903185,-0.110465276486,0.525593097355
19.322542,0.4868885,-0.0894945956559,0.757042271607
